address,city,country,name,postalCode,province
1165 Harrisburg Pike,Carlisle,US,Wendy's,17013,PA
W 249 N 6498 Hwy 164,Sussex,US,Taco Bell,53089,WI
102 N Longstreet St,Kingstree,US,McDonald's,29556,SC
6871 W Overland Rd,Boise,US,Pizza Hut,83709,ID
49 Sparta Ave,Sparta,US,Burger King,7871,NJ
651 Regional Rd,Greensboro,US,Bojangles' Famous Chicken 'n Biscuits,27409,NC
3836 South St,Lafayette,US,Chick-Fil-A,47905,IN
1124 S Union Ave,Roswell,US,Domino's Pizza,88203,NM
438 E Main St,Henderson,US,McDonalds,38340,TN
Blvd El Bote 202,Mercer Island,US,Subway,98040,WA
4450 E Brown Rd,Mesa,US,SONIC Drive In,85205,AZ
555 W Country Club Ln,Escondido,US,Round Table Pizza,92026,CA
2196 Hospital Dr,Batavia,US,Burger King,45103,OH
74-5452 Makala Blvd,Kailua Kona,US,Taco del Mar,96740,HI
2321 Ogden Ave,Downers Grove,US,Jimmy John's,60515,IL
1730 E Yosemite Ave,Manteca,US,El Pollo Loco,95336-5007,CA
204 Segler Dr,Oak Grove,US,Quiznos,42262,KY
105 SW 7th St,Renton,US,Popeye's Louisiana Kitchen,98057,WA
1204 State Route 23,Butler,US,Wendy's,7405,NJ
7352 E State Route 37,Sunbury,US,McDonalds,43074,OH
20131 Highway 59 N,Humble,US,Arbys,77338,TX
515 Westheimer Rd,Houston,US,SUBWAY,77006,TX
1214 S Highland Ave,Lombard,US,Tom's Grill,60148,IL
12940 Middlebrook Rd,Germantown,US,Domino's Pizza,20874,MD
15685 E Valley Blvd,La Puente,US,Yoshinoya,91744,CA
1604 Bypass 72 NE,Greenwood,US,Taco Bell,29649,SC
330 US Highway 9 N,Woodbridge,US,McDonald's,7095,NJ
2555 Inwood Rd,Dallas,US,Subway,75235,TX
Anderson Rd,Rock Hill,US,Mcdonald's,29730,SC
2245 Chesnee Hwy,Spartanburg,US,Bojangles' Famous Chicken 'n Biscuits,29303,SC
28083 Newhall Ranch Rd,Valencia,US,Jack in the Box,91355,CA
1010 W Colfax Ave,Denver,US,Burger King,80204,CO
1335 S Washington Ave,Emmett,US,McDonald's,83617,ID
503 W Washington St,Purcell,US,Carl's Jr.,73080,OK
2100 Louisiana Blvd NE,Albuquerque,US,Sbarro,87110,NM
1177 Bells Ferry Rd,Marietta,US,Subway - Bell's Ferry,30066,GA
9528 Parkway E,Birmingham,US,Burger King,35215,AL
96 E 12300 S,Draper,US,Del Taco,84020,UT
85 Main St,Tewksbury,US,Burger King,1876,MA
6314 S Westnedge Ave,Portage,US,Taco Bell,49002,MI
40 S Broadway Pl,Tucson,US,Culver's,85710,AZ
2920 Eldorado Pkwy,Mckinney,US,KFC,75070,TX
10000 California St,Omaha,US,Sbarro,68114,NE
369 Wilton Rd,Farmington,US,KFC,04938-6124,ME
4382 Brandt Pike,Dayton,US,Burger King,45404,OH
1704 N Milwaukee Ave,Chicago,US,Subway,60647,IL
101 S Semoran Blvd,Winter Park,US,Taco Bell,32792,FL
24915 W Newberry Rd,Newberry,US,Hardee's / Red Burrito,32669,FL
5240 Main St,Zachary,US,McDonald's,70791,LA
164 Barrett Pkwy N E,Marietta,US,Burger King,30066,GA
1839 W Indian School Rd,Phoenix,US,Pizza Hut Wingstreet,85015,AZ
5847 S Decatur Blvd,Las Vegas,US,Farmer Boys,89118,NV
7930 W Tropical Pkwy,Las Vegas,US,Baja Fresh,89149,NV
975 Route 173,Bloomsbury,US,Travelcenters of America,8804,NJ
3999 Centerpoint Pkwy,Pontiac,US,Quiznos,48341-3122,MI
1606 Memorial Dr,Chicopee,US,D'Angelo Grilled Sandwiches,1020,MA
Highway 108,Sulphur,US,Sonic Drive In,70663,LA
1210 Gordon Cooper Dr,Tecumseh,US,McDonald's,74873,OK
10575 Silverdale Way NW,Silverdale,US,KFC,98383,WA
7116 Atlantic Ave,Bell Gardens,US,SUBWAY,90201,CA
1197 E Tropicana Ave,Las Vegas,US,Del Taco,89119,NV
101 Princeton Blvd,Adairsville,US,Hardee's,30103,GA
2405 Gause Blvd E,Slidell,US,Wendy's,70461,LA
812 Dacula Rd,Dacula,US,SONIC Drive In,30019,GA
80 McHenry Rd,Buffalo Grove,US,Burger King,60089,IL
2210 E Baseline Rd,Mesa,US,KFC,85204,AZ
1106 S Cannon Blvd,Kannapolis,US,Wendy's,28083,NC
7140 Louetta Rd,Spring,US,McDonald's,77379,TX
19915 Stone Oak Pkwy,San Antonio,US,McDonalds,78258,TX
203 N Curtis Ave,Pea Ridge,US,Mcdonald's,72751,AR
11724 Ulysses St NE,Minneapolis,US,Fitness 19,55434,MN
7150 W Lake Mead Blvd,Las Vegas,US,Wendy's,89128,NV
309 W Young St,Llano,US,Taco Bell,78643,TX
4285 Bells Ferry Rd,Kennesaw,US,Burger King,30144,GA
13011 Old Hickory Blvd,Antioch,US,Burger King,37013,TN
10210 Central Ave Ne,Albuquerque,US,Taco Cabana,87123,NM
216 W Taylor St,Griffin,US,Burger King,30223,GA
2490 W Main St,Norman,US,Arby's,73069,OK
1335 W Kearney St,Springfield,US,Taco Bell,65803,MO
1425 Georgia Ave,Macon,US,Church's Chicken,31201,GA
2204 N Plainfield E,Grand Rapids,US,Burger King,49505,MI
1485 N Michigan Ave,Howell,US,Jimmy John's,48843,MI
216 S Broadway St,La Porte,US,Sonic,77571,TX
10550 S 1300 E,Sandy,US,McDonald's,84094,UT
15495 E Andrews Drive #445 Harman Gtwy,Denver,US,Kfc,80239,CO
2902 E Fletcher Ave,Tampa,US,Burger King,33612,FL
2902 Bert Kouns Industrial Lp,Shreveport,US,Arby's,71118,LA
900 Bob Wallace Ave S W,Huntsville,US,Quiznos,35801,AL
1820 Pacific Blvd SW,Albany,US,McDonald's,97321,OR
272 Garfield Ave,Cranston,US,Royal Buffet,2920,RI
10004 S Main St,High Point,US,Wendy's,27263,NC
515 E 4th St,Watkins Glen,US,McDonald's,14891,NY
3220 E Whitestone Blvd,Cedar Park,US,SONIC Drive In,78613,TX
1400 Busse Rd,Elk Grove Village,US,Taco Bell,60007,IL
3667 E Grand River Ave,Howell,US,Wendy's,48843,MI
3863 N Post Rd,Indianapolis,US,Church's Chicken,46226,IN
422 Bush River Rd,Columbia,US,Blimpie,29210,SC
302 Southmore Ave,Pasadena,US,Taco Bell,77502,TX
24800 Sunnymead Blvd,Moreno Valley,US,El Pollo Loco,92553,CA
1675 Highway 138 SE,Conyers,US,KFC,30013,GA
5510 Lafayette Rd,Indianapolis,US,Cousins Subs,46254,IN
501 Grant Rd,East Wenatchee,US,Jack in the Box,98802,WA
2033 San Pablo Ave,Berkeley,US,Lanesplitter Pizza & Pub,94702,CA
1015 S Broadway,Saint Louis,US,Rallys,63104,MO
800 W US Highway 30,Schererville,US,White Castle,46375,IN
1606 Highway 291 N,Harrisonville,US,Kfc,64701,MO
1316 N State St,Belvidere,US,Burger King,61008,IL
208 Corte Madera Town Ctr,Corte Madera,US,World Wrapps,94925,CA
599 E Tremont Ave,Bronx,US,McDonald's,10457,NY
36158 US Hwy 27,Haines City,US,Subway,33844,FL
1526 W Edinger Ave,Santa Ana,US,McDonald's,92704,CA
3413 Denny Ave,Pascagoula,US,Checkers,39581,AL
7010 S Zurich Ave,Tulsa,US,McDonald's,74136,OK
27322 Lorain Rd,North Olmsted,US,McDonald's,44070,OH
3930 Louetta Rd,Spring,US,Hunam Garden,77388,TX
5958 E McKellips Rd,Mesa,US,Blimpie,85215,AZ
1733 Whiskey Rd,Aiken,US,Hardee's,29803,SC
4535 Rittiman Rd,San Antonio,US,Popeye's,78218,TX
92 Plaza Ln,Oxford,US,McDonald's,36203,AL
4801 Kietzke Ln,Reno,US,Boston Market,89509,NV
2235 W Alameda Ave,Denver,US,Wendy's,80223,CO
1507 S Nevada Ave,Colorado Springs,US,Taco Bell,80905,Co Spgs
7646 N Blackstone Ave,Fresno,US,Carl's Jr.,93720,CA
1799 N Congress Ave,Boynton Beach,US,McDonald's,33426,FL
1110 E Main St,Midlothian,US,Jack in the Box,76065,TX
229 W Greens Rd,Houston,US,SUBWAY,77067,TX
851 State Highway 54,Black River Falls,US,McDonald's,54615,WI
969 Providence Rd,Chesapeake,US,Sonic Drive-In,23325,VA
3649 Highway 138 SE,Stockbridge,US,Chick-fil-A,30281,GA
291 Stoner Ave,Westminster,US,Subway,21157,MD
2318 W Northern Ave,Phoenix,US,Burger King,85021,AZ
5510 E 41st St,Tulsa,US,Jimmy John's,74135,OK
5796 Gull Rd,Kalamazoo,US,Wendy's,49048,MI
197 W Ocean View Ave,Norfolk,US,Burger King,23503,VA
8011 Wadsworth Blvd,Arvada,US,McDonald's,80003,CO
Cc Campanar Valencia 3, Manuel De Falla,13,Anderson,US,Burger King,46015,IN
2257 Pine Ridge Rd,Naples,US,Rally's,34109,FL
2000 N Plano Rd,Richardson,US,Soulfish Grill,75082,TX
765 N Main St,Vidor,US,McDonald's,77662,TX
1956 W Martin Luther King Blvd,Fayetteville,US,Whataburger,72701,AR
3232 N Campbell Ave,Tucson,US,McDonald's,85719,AZ
6085 Samuell Blvd,Dallas,US,Burger King,75228,TX
Hwy 74a,Forest City,US,Taco Bell,28043,NC
4921 N Reserve St,Missoula,US,Domino's Pizza,59808,MT
19701 Esperanza Rd,Yorba Linda,US,Del Taco,92886,CA
141 Fairfax Pike,Stephens City,US,Wendy's,22655,VA
1975 E Beltline Ave NE,Grand Rapids,US,Wendy's,49525,MI
300 Highway 78 E,Jasper,US,Chick-fil-a,35501,AL
7 E 83rd St,Chicago,US,Kam's Chop Suey,60619,IL
140 Tremont St,Boston,US,Ziti's Italian Express,02111-1318,MA
550 Highway 53,Poplar Bluff,US,McDonald's,63901,MO
1619 S Mission St,Mount Pleasant,US,Wendy's,48858,MI
5732 Buckeystown Pike,Frederick,US,Subway,21704,MD
710 S Grand Ave E,Springfield,US,Rally's Springfield,62703,IL
165 S Sheridan Blvd,Denver,US,Taco Bell,80226,CO
6171 Mission Gorge Rd,San Diego,US,Subway,92120,CA
480 Lyons Ave,Irvington,US,White Castle,07111-4718,NJ
720 E Main St,Jackson,US,Burger King,45640,OH
29161 Canwood St,Agoura Hills,US,Mcdonald's,91301,CA
1505 N Arizona Blvd,Coolidge,US,KFC,85128,AZ
306 Nc Highway 55 W,Mount Olive,US,Wendy's,28365,NC
7313 San Pedro Ave,San Antonio,US,Jimmy John's,78216,TX
6904 Fm 1960 Rd E,Humble,US,McDonald's,77346,TX
1580 Holcomb Bridge Rd,Roswell,US,Subway,30076,GA
850 Route 54 E,Black River Falls,US,Mcdonald's,54615,WI
2346 E Mcdowell Rd,Phoenix,US,Wendy's,85006,AZ
2703 Dawson Rd,Albany,US,Chick-fil-A,31707,GA
2511 N Grand Ave,Santa Ana,US,Subway Sandwiches,92705,CA
9120 W Thomas Rd,Phoenix,US,McDonald's,85037,AZ
1401 W Artesia Blvd,Gardena,US,Carl's Jr. / Green Burrito,90248,CA
74 Turnpike Sq,Milford,US,Home Town Buffet,6460,CT
3232 S Route 59,Naperville,US,McDonald's,60564,IL
3333 Buford Dr,Buford,US,Chick-fil-a,30519,GA
1928 S Commons,Federal Way,US,Five Guys,98003,WA
200 S Main St,Opelousas,US,Rally's,70570,LA
4010 Blackhawk Rd,Rock Island,US,Checker's Drive-in Restaurant,61201,IL
5475 Appalachian Hwy,Blue Ridge,US,Taco Bell,30513,GA
507 E Russell St,Calhoun City,US,Subway,38916,MS
4065 S Maryland Pkwy,Las Vegas,US,Five Guys,89119,NV
893 Garrisonville Rd,Stafford,US,McDonald's,22554,VA
101 Electric City Blvd,Anderson,US,McDonald's,29621,SC
1511 Yadkinville Rd,Mocksville,US,Arby's,27028,NC
2905 Van Buren Blvd,Riverside,US,McDonald's,92503,CA
12362 S Minuteman Dr,Draper,US,Carl's Jr.,84020,UT
1007 Se Everett Mall Way,Everett,US,Arby's,98208,WA
1101 N Queen St,Martinsburg,US,Wendy's,25404,WV
2101 Duluth Highway 120,Duluth,US,McDonald's,30097,GA
179 N Plaza Access Rd,Somerset,US,Auntie Anne's,15501,PA
8000 E S E Topeka Service Area 2 I 70,Tecumseh,US,Taco Bell,66542,KS
1917 N Turner St,Hobbs,US,Grandy's,88240,NM
2314 S Oneida St,Green Bay,US,KFC,54304,WI
6002 N Mesa,El Paso,US,Burger King,79912,TX
1650 Armory Dr,Franklin,US,McDonald's,23851,VA
1617 N Eastern Ave,Los Angeles,US,McDonald's,90063,CA
126 College Ave,New Brunswick,US,Wendy's,8901,NJ
10196 Scripps Poway Pkwy,San Diego,US,Wendy's,92131,CA
5575 N Jim Miller Rd,Dallas,US,Taco Bell,75228,TX
16920 Goldenwest St,Huntington Beach,US,El Pollo Loco,92647,CA
205 US Route 1,Scarborough,US,Wendy's,4074,ME
1100 Smithville Hwy,Mcminnville,US,Krystal,37110,TN
1405 W Elizabeth St,Fort Collins,US,Wendy's,80521,CO
10450 Friars Rd,San Diego,US,Pizza Hut,92120,CA
141 S 18th St,Kansas City,US,Subway,66102,KS
2827 Navajo Rd,El Cajon,US,Taco Bell,92020,CA
108 Highland Ct,Neenah,US,McDonald's,54956,WI
770 34th St N,Saint Petersburg,US,KFC,33713,FL
472 E Wickenburg Way,Wickenburg,US,Domino's Pizza,85390,AZ
700 Mcginnis Dr,Wayne,US,Wendy's,25570,WV
1510 E Hammer Ln,Stockton,US,El Pollo Loco,95210,CA
245 N Moorpark Rd,Thousand Oaks,US,Ll Hawaiian Barbecue,91360,CA
3550 Ulmerton Rd,Clearwater,US,Taco Bell,33762,FL
8512 Benbrook Blvd,Fort Worth,US,Golden Chick,76126,TX
3234 Owen Rd,Fenton,US,Taco Bell,48430,MI
1180 E Desert Inn Rd,Las Vegas,US,Carl's Jr. / Green Burrito,89109,NV
840 Wainee St,Lahaina,US,Maui Tacos,96761,HI
549 S Yearling Rd,Columbus,US,Dairy Queen,43213,OH
4750 Almaden Expy,San Jose,US,Subway,95118,CA
4890 Peachtree Industrial Blvd,Norcross,US,Dairy Queen,30071,GA
3983 Bemiss Rd,Valdosta,US,Wendy's,31605,GA
2245 W Northwest Hwy,Dallas,US,Taco Bell,75220,TX
9052 W Fairview Ave,Boise,US,Jack in the Box,83704,ID
7501 W Cermak Rd,Riverside,US,Taco Bell,60546,IL
2601 Broad St,Lake Charles,US,Checker's Hamburgers,70615,LA
708 E Liberty St,York,US,McDonald's,29745,SC
300 Berkley Rd N,Wilson,US,Mcdonald's,27893,NC
106 W Central Ave,Petal,US,Hardee's,39465,AL
755 Texas Ave,Bridge City,US,McDonald's,77611,TX
7359 Milliken Ave,Rancho Cucamonga,US,Carl's Jr / Green Burrito,91730,CA
108 Westland Way,Rock Springs,US,Taco Bell,82901,WY
921 Myers St,Richmond,US,Hardee's,23230,VA
7575 Dodge St,Omaha,US,Sonic Drive-In,68114,NE
6585 Grand Ave,Gurnee,US,Wendy's,60031,IL
2163 Madison Ave,Granite City,US,Jack in the Box,62040,IL
421 W Broadway Ave,Minneapolis,US,Wendy's,55411,MN
3110 E La Palma Ave,Anaheim,US,Carl's Jr / Green Burrito,92806,CA
3007 Nys Route 417,Olean,US,Burger King,14760,NY
6101 Cambridge Way,Plainfield,US,McDonald's,46168,IN
3140 Gulf Fwy,League City,US,Mcdonald's,77573,TX
785 S Progress Ave,Meridian,US,Taco Time,83642,ID
4500 Forsyth Rd,Macon,US,Arby's,31210,GA
160 State Rt 17 N,Rochelle Park,US,Burger King,7662,NJ
336 Williamson Rd,Mooresville,US,Subway,28117,NC
354 Madison Ave,Skowhegan,US,Burger King,4976,ME
1765 Hwy. 138,Conyers,US,McDonald's,30094,GA
560 Bloomfield Ave,Montclair,US,Blimpie,7042,NJ
401 State Rt 440,Jersey City,US,Wendy's,7305,SC
1125 W Willow,Enid,US,McDonald's,73703,OK
1817 Howard Rd,Auburn,US,Frugal's,98002,WA
10384 S Clare Ave,Clare,US,KFC,48617,MI
901 N Lake St,Aurora,US,Burger King,60506,IL
615 S W 19th Ave,Portland,US,Jimmy John's,97205,OR
909 Shepherd Dr,Houston,US,Jack in the Box,77007,TX
110 Reisterstown Rd,Pikesville,US,Subway,21208,MD
5000 S Arizona Mills Cir,Tempe,US,SUBWAY,85282,AZ
1015 Coshocton Ave,Mount Vernon,US,Taco Bell,43050,OH
18880 E Hampden Ave,Aurora,US,Quiznos,80013,CO
7521 Richmond Hwy,Alexandria,US,KFC,22306,VA
2161 Hillsboro Blvd,Manchester,US,Rafael's,37355,TN
6030 S Hulen St,Fort Worth,US,Boston Market,76132,TX
3502 W 16th St,Indianapolis,US,Taco Bell,46222,IN
4565 W Kennedy Blvd,Tampa,US,Burger King,33609,FL
2747 E Broadway Rd,Mesa,US,Whataburger,85204,AZ
8010 Ogontz Ave,Philadelphia,US,Crown Fried Chicken,19150,PA
521 E Prien Lake Rd,Lake Charles,US,Checkers,70601,LA
9827 Grand Ave,Sun City,US,Domino's Pizza,85351,AZ
1966 W Broadway Ave,Forest Lake,US,Taco John's,55025,MN
10586 SE 32nd Ave,Portland,US,Dominos Pizza,97222,OR
1165 Mount Vernon Ave,Marion,US,Wendy's,43302,OH
1000 Saint Patricks Dr,Perry,US,Burger King,31069,GA
1562 Akron Peninsula Rd,Akron,US,Subway,44313,OH
8037 Liberty Rd,Windsor Mill,US,Subway,21244,MD
18284 Collier Ave,Lake Elsinore,US,Wienerschnitzel,92530-2754,CA
243 W 400 S,Salt Lake City,US,Wendy's,84101,UT
312 E Central Entrance,Duluth,US,Taco John's,55811,MN
6740 Lea Berry Way,Haymarket,US,McDonald's,20169,VA
11350 Southern Highlands Pkwy,Las Vegas,US,Capriotti's Sandwich Shop,89141,NV
21600 Foothill Blvd,Hayward,US,Taco Bell,94541,CA
255 Bank St,Seymour,US,McDonald's,6483,CT
10555 S Harlem Ave,Chicago Ridge,US,White Castle,60415,IL
31181 Niguel Rd,Laguna Niguel,US,Carl's Jr.,92677,CA
4806 S Ashland Ave,Chicago,US,Domino's Pizza,60609,IL
9339 Olive Blvd,Saint Louis,US,Taco Bell,63132,MO
13130 S Ellis Ave,Riverdale,US,Garden Fast Food,60827,IL
2105 10th Ave,Haleyville,US,KFC,35565,AL
600 Highway 29 N,Athens,US,Burger King,30601,GA
5100 Cherry St,Kansas City,US,Chick-Fil-A,64110,MO
90 Providence Hwy F400,East Walpole,US,Old Country Buffet,2032,MA
440 Beall Ave,Wooster,US,KFC,44691,OH
731 Trenton Ave,Findlay,US,McDonald's,45840,OH
334 Windsor Hwy,New Windsor,US,KFC,12553,NY
9120 Rockville Rd,Indianapolis,US,Taco Bell,46234,IN
3056 Jodeco Rd,Mcdonough,US,Hardee's,30253,GA
3601 Gateway Blvd W,El Paso,US,KFC,79903,TX
15900 Crenshaw Blvd,Gardena,US,Domino's Pizza,90249,CA
1406 W Main St,Tomball,US,McDonald's,77375,TX
1450 Molalla Ave,Oregon City,US,McDonald's,97045,OR
530 Morse St NE,Washington,US,Subway,20002,DC
8667 S Quebec St,Littleton,US,McDonalds,80130,CO
15909 S E Highway 19,Cross City,US,Hardee's / Red Burrito,32628,FL
1845 S Vermont Ave,Los Angeles,US,Burger King,90006,CA
2435 Iowa St,Lawrence,US,Raising Cane's Chicken Fingers,66046,KS
1031 S Santa Fe Ave,Vista,US,Subway,92083,CA
7020 Carnegie Ave,Cleveland,US,Popeyes Louisiana Kitchen,44103,OH
11101 Burnet Rd,Austin,US,Froots,78758,TX
5814 N Monroe St,Tallahassee,US,SONIC Drive In,32303,FL
5019 Cottage Hill Rd,Mobile,US,McDonalds,36609,AL
7116 Highway 70 S,Nashville,US,Burger King,37221,TN
1250 E Mcdevitt Ave,Jackson,US,Burger King,49203,MI
1343 S Pleasantburg Dr,Greenville,US,Jack in the Box,29605,SC
423 Wagner Ave,Greenville,US,Burger King,45331,OH
6325 Wichita St,Fort Worth,US,Taco Bell,76119,TX
888 99w,Corning,US,Burger King,96021,CA
2201 N Broadway,Los Angeles,US,El Pollo Loco,90031,CA
900 Western Reserve Rd,Youngstown,US,Mcdonalds,44512,OH
15145 NE Us Highway 301,Waldo,US,Hardee's,32694,FL
1119 Delwood Rd,Waynesville,US,Bojangles' Famous Chicken 'n Biscuits,28786,NC
329 Main St,New Rochelle,US,Taco Bell,10801,NY
3900 Las Vegas Blvd S,Las Vegas,US,Luxor Food Court,89119,NV
131 Auto Center Cir,Salinas,US,Burger King,93907,CA
5705 Maccorkle Ave SE,Charleston,US,Burger King,25304,WV
335 W Ponce de Leon Ave,Decatur,US,Jimmy John's,30030,GA
4295 W Vienna Rd,Clio,US,Burger King,48420,MI
2723 Glynn Ave,Brunswick,US,Burger King,31520,GA
1901 Colley Ave,Norfolk,US,Subway,23517,VA
126 S Mill St,Lewisville,US,Sonic Drive In,75057,TX
1324 Red Wolf Blvd,Jonesboro,US,Popeye's Chicken & Biscuits,72401,AR
4801 E 2nd St,Casper,US,Jimmy John's,82609,WY
6355 N. Commerce St.,North Las Vegas,US,Pizza Hut,89031,NV
5392 Highway 90 W,Mobile,US,Taco Bell,36619,AL
6411 E Central Ave,Wichita,US,Spangle's,67206,KS
2201 Michigan Ave,Arnold,US,Subway,63010,MO
17475 Beers Ave,Sandy,US,Taco Time,97055,OR
7621 66th St N,Pinellas Park,US,Wendy's,33781,FL
11700 Morning Gate Ln,New Market,US,McDonald's,21774,MD
2424 Dallas Hwy SW,Marietta,US,Arby's,30064,GA
212 E Main St,Jenks,US,KFC,74037,OK
3498 E 7th St,Long Beach,US,Pizza Hut,90804,CA
45540 Dulles Eastern Plz,Sterling,US,McDonald's,20166,VA
3400 Floral Ave,Selma,US,Mcdonald's,93662,CA
642 E. Horizon Dr.,Henderson,US,Pizza Hut,89015,NV
4687 Verona Rd,Madison,US,McDonald's,53711,WI
310 W Canal St,Malvern,US,Dairy Queen,44644,OH
150 Fulton Ave,Hempstead,US,Burger King,11550,NY
1415 E Illinois Ave,Dallas,US,McDonald's,75216,TX
1920 Cumberland Falls Hwy,Corbin,US,Wendy's,40701,KY
4904 E Admiral Pl,Tulsa,US,SONIC Drive In,74115,OK
45951 Interstate 10,Winnie,US,McDonald's,77665-9097,TX
340 N Rock Rd,Wichita,US,Jimmy John's,67206,KS
2520 US Highway 92 E,Lakeland,US,Wendy's,33801-2601,FL
1745 Highland Ave,National City,US,Jack in the Box,91950,CA
19700 Highway 41 N,Evansville,US,McDonald's,47725,IN
5070 N 9th Ave,Pensacola,US,Whataburger,32504,FL
10812 Jefferson Blvd,Culver City,US,Burger King,90230,CA
1002 Jesse Jewell Pkwy,Gainesville,US,Krystal,30501,GA
1462 N Shoop Ave,Wauseon,US,Taco Bell,43567,OH
12525 Montgomery Blvd Ne,Albuquerque,US,Taco Bell,87111,NM
2601 S Main St,Joplin,US,Taco Bell,64804-2633,MO
1800 Cedar St,Berkeley,US,Subway Guitars,94703,CA
950 NE 23rd St,Oklahoma City,US,Subway,73105,OK
700 Eastern Blvd,Essex,US,Taco Bell,21221,MD
4 W Main St,Williamston,US,McDonald's,29697,SC
1928 Main St,Tewksbury,US,McDonald's,1876,MA
11017 S Cicero Ave,Oak Lawn,US,Arby's,60453,IL
2509 Washington Ave,Evansville,US,Taco John's,47714,IN
4964 Hardy St,Hattiesburg,US,Hardee's,39402-1352,AL
865 S College Ave,Rensselaer,US,Arby's,47978,IN
255 Garrisonville Rd,Stafford,US,Taco Bell,22554,VA
16701 Crabbs Branch Way,Derwood,US,McDonald's,20855,MD
2060 Verdugo Blvd,Montrose,US,Burger King,91020,CA
7505 Oak Ridge Hwy,Knoxville,US,Bojangles' Famous Chicken 'n Biscuits,37931,TN
904 Manhattan Ave,Brooklyn,US,McDonald's,11222,NY
5510 Mobile Hwy,Pensacola,US,Taco Bell,32526,FL
2955 Walnut Hill Ln,Dallas,US,Whataburger,75229,TX
600 Lola St,Helena,US,Subway,59601,MT
1015 W Eldorado St,Decatur,US,Subway,62522,IL
1978 E Osceola Pkwy,Kissimmee,US,KFC,34743,FL
303 S Magnolia St,Tifton,US,Bojangles' Famous Chicken 'n Biscuits,31793,GA
1326 E Colorado St,Glendale,US,McDonald's,91205,CA
3421 Biddle Ave,Wyandotte,US,McDonald's,48192,MI
95 Western Blvd,Jacksonville,US,Burger King,28546,NC
251 Premier Blvd,Roanoke Rapids,US,Mcdonald's,27870,NC
928 Buford Dr,Lawrenceville,US,Taco Bell,30043,GA
2229 Bessemer Rd,Birmingham,US,Burger King,35208,AL
Europaallee 6,Palco,US,Burger King,67657,KS
1558 Memorial Dr E,Ahoskie,US,Wendy's,27910,NC
223 New Highway 68,Sweetwater,US,McDonald's,37874,TN
340 Longs Pond Rd,Lexington,US,Love's,29073,SC
2272 Michelson Dr,Irvine,US,Domino's Pizza,92612,CA
1380 W Elliot Rd,Tempe,US,SUBWAY,85284,AZ
6113 W 70th St,Shreveport,US,Sonic Drive-In,71129,LA
3675 Cascade Rd SW,Atlanta,US,Wendy's,30331,GA
520 N Bryant Blvd,San Angelo,US,McDonald's,76903,TX
1291A N Maple St,Searcy,US,Sonic Drive In,72143,AR
11521 Olive Blvd,Saint Louis,US,McDonald's,63141,MO
10849 S U Highway 441,Leesburg,US,Burger King,34788,FL
7395 Baltimore Annapolis Blvd,Glen Burnie,US,KFC,21061,MD
3330 W Bethany Home Rd,Phoenix,US,Wendy's,85017,AZ
3249 N Figueroa St,Los Angeles,US,Cypress Best,90065,CA
3108 Cleveland Blvd,Caldwell,US,Arctic Circle,83605,ID
4521 Macey Ln,Lake Wales,US,Wendy's,33859,FL
4050 S S W Great Pkwy,Grand Prairie,US,Sonic Drive In,75052,TX
85 E Crosstimbers St,Houston,US,SONIC Drive In,77022,TX
2609 W Grant Ave,Pauls Valley,US,KFC,73075,OK
2201 War Admiral Way,Lexington,US,Raising Cane's,40509,KY
4885 W Tropicana Ave,Las Vegas,US,Carl's Jr.,89103,NV
692 Fairview Rd,Simpsonville,US,McDonalds,29680,SC
752 N Charles G Seivers Blvd,Clinton,US,Domino's Pizza,37716,TN
430 San Pedro Ave,San Antonio,US,Wendy's,78212,TX
2330 E Lohman Ave,Las Cruces,US,McDonald's,88001,NM
1002 Peterson Ave N,Douglas,US,KFC,31533,GA
2126 Morse Rd,Columbus,US,Wendy's,43229,OH
1280 Lancaster Dr SE,Salem,US,Burger King,97317,OR
2605 W Pleasant Grove Rd,Rogers,US,SUBWAY,72758,AR
State Route 21 Navarre Rd,Massillon,US,Mcdonald's,44646,OH
2209 Oak Ridge Rd,Oak Ridge,US,Wendy's,27310,NC
Plaza Blok M Ug,Niverville,US,Burger King,12130,NY
10 Backus Ln,Nantucket,US,Siam To Go,2554,MA
1704 S Madison,Webb City,US,Arby's,64870,MO
2915 SW Cedar Hills Blvd,Beaverton,US,SUBWAY,97005,OR
11201 E 71st St,Tulsa,US,Chick-fil-A,74133,OK
123 E Highway 77,Newbern,US,Sonic Drive-In,38059,TN
