address,city,country,name,postalCode,province
2621 Dawson Road,Albany,US,Krystal,31707,GA
18601 S. Dixie Highway,Miami,US,Boston Market,33157,FL
7705 Dr Martin Luther King Jr St N,Saint Petersburg,US,Burger King,33702,FL
666 W Broward Blvd,Fort Lauderdale,US,Burger King,33312,FL
98 South Broadview Street,Greenbrier,US,Sonic Drive-In,72058,AR
4306 Summer Ave,Memphis,US,KFC,38122,TN
1267 S State Road 7,Pompano Beach,US,Burger King,33068,FL
2824 Lexington Rd,Athens,US,Domino's Pizza,30605,GA
412 S Main St,Swainsboro,US,Taco Bell,30401,GA
825 Main St,Southbridge,US,Domino's Pizza,1550,MA
105 12th St N,Wahpeton,US,McDonald's,58075,ND
11 Southland Dr,Fairmont,US,Taco Bell,26554,WV
2009 Abbey Road,Charlottesville,US,Bojangles' Famous Chicken 'n Biscuits,22911,VA
825 9th St,Modesto,US,Taco Bell,95354,CA
4000 N Sierra Way,San Bernardino,US,Burger King,92407,CA
9384 Highway 49,Gulfport,US,Taco Bell,39503,AL
900 Razorback Dr,Houghton,US,Taco Bell,49931,MI
559 River St,Madison,US,McDonald's,44057,OH
190 Main St,Watsonville,US,McDonald's,95076,CA
113 E College Ave,Bellefonte,US,Woody's Sloppy Dogs,16823,PA
2333 Sagamore Pkwy S,Lafayette,US,McDonald's,47905,IN
1060 Wetherburn Dr,York,US,Dominos Pizza,17404,PA
605 W Stadium Ave,West Lafayette,US,McDonald's,47906,IN
20 N Main St,Evansville,US,McDonald's,47711,IN
1760 Market St,Philadelphia,US,Saladworks,19103,PA
2020 SE Division St,Portland,US,Domino's Pizza,97202,OR
5815 Burke Centre Pkwy,Burke,US,Chick-Fil-A,22015,VA
9787 Saint Charles Rock Rd,Saint Louis,US,Taco Bell,63114,MO
633 E Springfield Rd,Sullivan,US,Jack in the Box,63080,MO
101 Blossom Centre Blvd,Willard,US,Taco Bell,44890,OH
1744 W Jesse James Rd,Excelsior Springs,US,Taco Bell,64024,MO
1235 N High St,Hillsboro,US,Taco Bell,45133,OH
3730 Goodfellow Blvd,Saint Louis,US,Rally's,63120,MO
708 S Neosho Blvd,Neosho,US,McDonald's,64850,MO
4640 Yellowstone Ave,Pocatello,US,Jack In The Box,83202,ID
9050 Baltimore National Pike Ste 101,Ellicott City,US,Qdoba Mexican Grill,21042,MD
5282 Campbell Blvd Ste G,Nottingham,US,Qdoba Mexican Grill,21236,MD
1133 S 5th Ave,Pocatello,US,Taco Bell,83201,ID
596 N Frederick Ave Ste B,Gaithersburg,US,Boston Market,20877,MD
831 Yellowstone Ave,Pocatello,US,McDonald's,83201,ID
1791 Epps Bridge Pkwy,Athens,US,McDonald's,30606,GA
1720 Walton Way,Augusta,US,Checkers,30904,GA
250 Railroad St,Saint Johnsbury,US,Domino's Pizza,5819,VT
3409 Mercer University Dr,Macon,US,Checkers,31204,GA
271 Cobb Pkwy S,Marietta,US,Krystal,30060,GA
7348 Spout Springs Rd,Flowery Branch,US,Wendy's,30542,GA
1046 Georgia Rd,Franklin,US,Wendy's,28734,NC
1785 Cobb Pkwy S,Marietta,US,McDonald's,30060,GA
41 Cobb Pkwy S,Marietta,US,Checkers,30060,GA
2801 E Pinetree Blvd,Thomasville,US,SONIC Drive In,31792,GA
8550 Roswell Rd,Atlanta,US,Bojangles' Famous Chicken 'n Biscuits,30350,GA
1025 Highway 34 E,Newnan,US,Checkers,30265,GA
460 Northside Dr E,Statesboro,US,McDonald's,30458,GA
5175 S Old Peachtree Rd,Norcross,US,Domino's Pizza,30092,GA
9961 Highway 92,Woodstock,US,McDonald's,30188,GA
1031 Franklin Springs St,Royston,US,Hardee's,30662,GA
2020 NE Cornell Rd Ste C,Hillsboro,US,Subway,97124,OR
1136 Miamisburg Centerville Rd,Dayton,US,Raising Cane's Chicken Fingers,45459,OH
2506 Lincoln Way,Ames,US,Kum Go,50010,IA
2300 Interstate Cir,Mansfield,US,Taco Bell,44903,OH
5262 Highway 557,Clover,US,McDonald's,29710,SC
1220 Bennettsville Sq,Bennettsville,US,Domino's Pizza,29512,SC
8513 Westfield Blvd,Indianapolis,US,Domino's Pizza,46240,IN
2115 W Evans St Unit B,Florence,US,Subway,29501,SC
96 Old Trolley Rd,Summerville,US,Waffle House,29485,SC
1663 S Riverside Ave,Rialto,US,El Pollo Loco,92376,CA
1007 Putney Rd,Brattleboro,US,Taco Bell,5301,VT
2550 Winchester Ave,Ashland,US,McDonald's,41101,KY
801 Temple Ave,Colonial Heights,US,Hardee's,23834,VA
9510 Applecross Rd,Jacksonville,US,Wendy's,32222,FL
4301 Tinker Diagonal,Oklahoma City,US,Subway,73115,OK
8412 W Dodge Rd,Omaha,US,Amigos/Kings Classic,68114,NE
923 N Quincy Ave,Ottumwa,US,Taco Bell,52501,IA
1129 Brown St,Dayton,US,Burger King,45409,OH
7277 Saltsburg Rd,Pittsburgh,US,McDonald's,15235,PA
15129 Se McLoughlin Blvd,Portland,US,Five Guys,97267,OR
526 Ponce De Leon Blvd,Atlanta,US,McDonald's,30308,GA
1990 N Highway 19,Eustis,US,Burger King,32726,FL
2470 S Falkenburg Rd,Tampa,US,Culver's,33619,FL
9113 Kingston Pike,Knoxville,US,Culver's,37923,TN
1703 Route 228 Cranberry Commons,Cranberry Twp,US,McDonald's,16066,PA
765 W Main St,Lewisville,US,McDonald's,75067,TX
1201 W Main St,La Porte,US,Whataburger,77571,TX
10901 E 41st Street,Tulsa,US,SONIC Drive In,74146,OK
10013 Hull St,Richmond,US,Captain D's,23236,VA
2678 S 108th Street,Milwaukee,US,Boston Market,53227,WI
1710 S Lynn Riggs Blvd,Claremore,US,McDonald's,74017,OK
3555 Tom Austin Highway,Springfield,US,SONIC Drive In,37172,TN
925 Ruben M Torres Blvd,Brownsville,US,Taco Bell,78520,TX
6300 Lakeworth Road,Lake Worth,US,SONIC Drive In,33463,FL
6895 Mesa Ridge Parkway,Fountain,US,Taco Bell,80817,CO
4520 Pinson Blvd,Pinson,US,Burger King,35126,AL
900 Chapman,Sanger,US,SONIC Drive In,76266,TX
699 Rogers Road,Coronado,US,McDonald's,92118,CA
8924 Quil Ceda Blvd,Marysville,US,McDonald's,98271,WA
100 Nasa Road 1,Webster,US,Whataburger,77598,TX
6408 W Hwy 146,Crestwood,US,Taco Bell,40014,KY
5500 Grossmont Ctr,La Mesa,US,McDonald's,91942,CA
1920 Highway 46,Wasco,US,Jack in the Box,93280,CA
1650 Robert St S,Saint Paul,US,Burger King,55118,MN
33163 US Hwy 19 North,Palm Harbor,US,Boston Market,34684,FL
5565 Mission Ave,Fallbrook,US,Mc Donalds,92028,CA
1002 S I 45,Willis,US,McDonald's,77378,TX
8700 Washington St,Denver,US,McDonald's,80229,CO
5319 Elkhorn Blvd,Sacramento,US,Taco Bell,95842,CA
4551 W Flamingo Rd,Las Vegas,US,Subway,89103,NV
2519 Park Ave,Muscatine,US,Wendy's,52761,IA
396 W 2230 N,Provo,US,JCW's,84604,UT
400 Shaker Rd,Longmeadow,US,Domino's Pizza,1106,MA
2225 Dublin Granville Rd,Columbus,US,Taco Bell,43229,OH
5701 5799 Remington Lake Ave,Fort Worth,US,Mcdonald's,76132,TX
1888 W Ramsey St,Banning,US,Carl's Jr.,92220,CA
250 Peninger St,Central Point,US,KFC,97502,OR
9111 N 59th Ave,Glendale,US,Panda Express,85302,AZ
10720 Bellefontaine Rd,Saint Louis,US,White Castle,63137,MO
3000 Grapevine Mills Pkwy,Grapevine,US,Burger King,76051,TX
6233 N Second St,Loves Park,US,Arby's,61111,IL
441 Route 211 E,Middletown,US,Wendy's,10940,NY
5130 N Sheridan Rd,Chicago,US,McDonald's,60640,IL
1827 N Michigan St,Plymouth,US,Taco Bell,46563,IN
2700 Boardwalk,Atlantic City,US,Burger King,8401,NJ
249 S Main St,Woodruff,US,Burger King,29388,SC
2015 Airline Dr,Bossier City,US,Arby's,71111,LA
2808 N Tamiami Trl,Sarasota,US,Burger King,34234,FL
2500 N Main St,Santa Ana,US,Taco Bell,92705,CA
1604 N Main St,Anderson,US,Mcdonald's,29621,SC
710 Highway 51 N,Covington,US,Sonic Drive-In,38019,TN
2510 E Germann Rd,Chandler,US,Del Taco,85286,AZ
3066 N Goliad St,Rockwall,US,McDonald's,75087,TX
701 W Boynton Beach Blvd,Boynton Beach,US,Wendy's,33426,FL
2501 W Happy Valley Rd,Phoenix,US,McDonald's,85085,AZ
41 W 141 Saint,Glenpool,US,Arby's,74033,OK
8456 Michigan Rd,Indianapolis,US,Jack in the Box,46268,IN
9101 L B J Fwy,Dallas,US,The People Connection,75243,TX
793 GA Highway 96,Bonaire,US,McDonald's,31005,GA
2327 Oneal Ln,Baton Rouge,US,Burger King,70816,LA
89 E Lake Mead Pkwy,Henderson,US,Hot Dog Heaven,89015,NV
5520 W Broad St,Richmond,US,McDonald's,23230,VA
590 Farrington Hwy,Kapolei,US,Kfc,96707,HI
2002 N Country Club Dr,Mesa,US,Carl's Jr.,85201,AZ
10743 Preston Rd,Dallas,US,Wingstreet,75230,TX
3407 Connecticut Ave NW,Washington,US,McDonald's,20008,DC
118 S Brand Blvd,Glendale,US,The Great Steak & Potato Co.,91204,CA
1480 NE Pine Island Rd,Cape Coral,US,Jim's Coney Island,33909,FL
1030 N 5th Ave,Kankakee,US,McDonald's,60901,IL
1100 NW 54th St,Miami,US,Wendy's,33127,FL
22021 W 8 Mile Rd,Detroit,US,McDonald's,48219-1223,MI
1107 E State Road 44,Shelbyville,US,Wendy's,46176,IN
310 Daniel Webster Hwy,Nashua,US,Chick-fil-A,3060,NH
1266 US Highway 127 S,Frankfort,US,Wendy's,40601,KY
2166 S Edwin C Moses Blvd,Dayton,US,McDonald's,45417,OH
8 N Broad St,Winder,US,McDonald's,30680,GA
730 Route 9,Fishkill,US,Burger King,12524,NY
1703 S College St,Auburn,US,SONIC Drive In,36832,AL
1416 N Richmond St,Appleton,US,Taco John's,54911,WI
3201 23rd Ave,Evans,US,McDonald's,80620,CO
3139 W Foster Ave,Chicago,US,Charcoal Delights,60625,IL
1340 E 71st St,Tulsa,US,SUBWAY,74136,OK
3709 N Tryon St,Charlotte,US,Burger King,28206,NC
501 Old Greenville Hwy,Clemson,US,Domino's Pizza,29631,SC
2245 Southwest Blvd,Tulsa,US,McDonald's,74107,OK
520 Northern Ave,Hagerstown,US,McDonald's,21742,MD
3030 Pacific Ave,Livermore,US,Subway,94550,CA
11216 W Bluemound Rd,Milwaukee,US,SUBWAY,53226,WI
700 S Us Highway 131,Three Rivers,US,Arby's,49093,MI
537 S Watson Rd,Buckeye,US,McDonald's,85326,AZ
5214 Oaklawn Blvd,Hopewell,US,McDonald's,23860,VA
16171 Shady Grove Rd,Gaithersburg,US,Checkers,20877,MD
3383 S Linden Rd,Flint,US,Taco Bell,48507,MI
705 W Baseline Rd,Tempe,US,KFC,85283,AZ
434 W 1st North St,Morristown,US,Krystal,37814,TN
586 Ritchie Hwy,Severna Park,US,Boston Market,21146,MD
40 Wasden Rd,Hope Hull,US,McDonald's,36043,AL
11863 S 216th St,Gretna,US,Jimmy John's,68028,NE
410 W North Ave,Addison,US,McDonald's,60101,IL
715 S Green Valley Pkwy,Henderson,US,Carl's Jr.,89052,NV
1791 Goucher St,Johnstown,US,Sheetz,15905,PA
3075 Old Atlanta Rd,Cumming,US,McDonalds @ Old Atlanta,30041,GA
4025 E Court St,Burton,US,Wendys,48509,MI
Riego De Agua 27 27,Baden,US,Burger King,15005,PA
664 Crescent St,Brockton,US,McDonald's,2302,MA
14001 Livernois Ave,Detroit,US,Wendy's,48238,MI
23240 John R Rd,Hazel Park,US,Hardee's,48030,MI
3401 Nameoki Rd,Granite City,US,Church's Chicken,62040-3709,IL
5010 S Campbell Ave,Tucson,US,KFC,85706,AZ
7910 Lake Wilson Rd,Davenport,US,SUBWAY,33896,FL
11375 E 21st St N,Wichita,US,SONIC Drive In,67206,KS
2246 Sun Ranch Village Loop,Los Lunas,US,KFC,87031,NM
1200 Southgate Pl,Pueblo,US,Taco Bell,81004,CO
6601 Calhoun Memorial Hwy,Easley,US,Jack In The Box,29640,SC
4140 Hunt Rd,Cincinnati,US,McDonald's,45236,OH
337 Park Ave,Orange Park,US,Krystal,32073,FL
44133 Fairground Rd,Caldwell,US,Arby's,43724-9680,OH
2999 Grand Point Hwy,Breaux Bridge,US,McDonald's,70517,LA
597 E Tremont Ave,Bronx,US,SUBWAY,10457,NY
10 S West End Blvd,Quakertown,US,Wendy's,18951,PA
322 S Broadway,Salem,US,Taco Bell,3079,NH
32797 John R Rd,Madison Heights,US,McDonald's,48071,MI
5684 Thornton Ave,Newark,US,Taco Bell,94560,CA
315 S 3rd St,Bismarck,US,Burger King,58504,ND
175 Kinderkamack Rd,Emerson,US,Boston Market,7630,NJ
18300 Wedge Pkwy,Reno,US,Taco Bell,89511,NV
883 Shugart Rd,Dalton,US,Checkers,30720,GA
710 W McKinley Ave,Mishawaka,US,Arby's,46545,IN
302 Mall Blvd,Savannah,US,Taco Bell,31406,GA
9201 S Dixie Hwy,Miami,US,Burger King,33156,FL
515 Stead St,Conshohocken,US,Dominos Pizza,19428,PA
3540 Sugarloaf Pkwy,Frederick,US,Pizza Hut,21704,MD
2250 Flint Hill Dr,Dubuque,US,McDonald's,52003,IA
629 S Broadway,Baltimore,US,Hungry Andy's,21231,MD
2015 North St,Nacogdoches,US,Jack In The Box,75965,TX
665 Coleman Ave,San Jose,US,El Pollo Loco,95110,CA
206 Columbia St,Blakely,US,Mcdonald's,39823,AL
800 N Grand Canyon Blvd,Williams,US,KFC,86046,AZ
127 Washington Ave,North Haven,US,McDonald's,6473,CT
881 Sutton Rd,Streamwood,US,Wendy's,60107,IL
4700 Charlotte Pike,Nashville,US,McDonald's,37209,TN
7120 N Durango Dr,Las Vegas,US,Port Of Subs,89149,NV
2636 Midway Rd,Carrollton,US,KFC,75006,TX
209 West St,Cromwell,US,Wendy's,6416,CT
2810 E Busch Blvd,Tampa,US,Arby's,33612,FL
12074 Queens Blvd,Kew Gardens,US,Dunkin' Donuts,11415,NY
26 Sutton Ave,Oxford,US,McDonald's,1540,MA
118 S Kennedy Dr,Bradley,US,KFC,60915,IL
5869 Antelope Rd,Sacramento,US,Burger King,95842,CA
4850 Brained Rd,Chattanooga,US,Burger King,37421,TN
5503A S Semoran Blvd,Orlando,US,Checkers,32822,FL
1003 W Main St,Cabot,US,KFC,72023,AR
1551 W Pacheco Blvd,Los Banos,US,Carls Jr,93635,CA
1383 Cove Rd,New Bedford,US,Burger King,2744,MA
10525 S De Anza Blvd,Cupertino,US,Subway,95014,CA
1151 Galleria Blvd,Roseville,US,Hot Dog On A Stick,95678-1937,CA
1894 Oakland Ave,Indiana,US,Wendy's,15701,PA
2005 S Commerce St,Grenada,US,Sonic Drive-in,38901,MS
1089 Glennview Dr,Kernersville,US,Bojangles' Famous Chicken 'n Biscuits,27284,NC
652 Main St NE,Los Lunas,US,McDonald's,87031,NM
20355 Yorba Linda Blvd,Yorba Linda,US,Subway,92886,CA
3100 Boardwalk Dr,Ann Arbor,US,Wendy's,48108,MI
14390 Air And Pkwy,Chantilly,US,Mcdonald's,20151,VA
5965 W Chandler Blvd,Chandler,US,Wendy's,85226,AZ
4997 Longley Ln,Reno,US,Wendy's,89502,NV
4323 University Dr,Huntsville,US,Bojangles' Famous Chicken 'n Biscuits,35816,AL
9756 19th St,Rancho Cucamonga,US,Carl's / Green Burrito,91737,CA
4411 Coldwater Rd,Fort Wayne,US,Wu's Fine Chinese Cuisine,46825,IN
909 S Rainbow Blvd,Las Vegas,US,Dairy Queen,89145,NV
1230 Helton Dr,Florence,US,Dominos Pizza,35630,AL
7800 Hallettsville Hwy,Victoria,US,Chick-fil-a,77904,TX
2025 Westchester Ave,Bronx,US,Domino's Pizza,10462,NY
809 Lake Bradford Rd,Tallahassee,US,McDonalds,32304,FL
2420 E Sunshine St,Springfield,US,SONIC Drive In,65804,MO
3051 Coral Way,Miami,US,Burger King,33145,FL
1410 W Tennessee St,Tallahassee,US,Panda Express,32304,FL
2000 S Western St,Amarillo,US,McDonald's,79106,TX
100 S International Blvd,Hidalgo,US,Burger King,78557,TX
6706 N 95th Ave,Glendale,US,Carl's Jr.,85305,AZ
819 Sheppard Rd,Burkburnett,US,McDonald's,76354,TX
9921 W Charleston Blvd,Las Vegas,US,Firehouse Subs,89117,NV
89 College Rd,Fairbanks,US,Pizza Hut,99701,AK
514 W Cevallos,San Antonio,US,Wendy's,78204,TX
715 Tinkling Spring Rd,Fishersville,US,McDonald's,22939,VA
2735 Mosley St,Austell,US,Burger King,30168,GA
242 E Capitol Dr,Milwaukee,US,Church's Chicken,53212,WI
150 S 1st St,San Jose,US,Baja Fresh,95113,CA
765 Main St,Winchester,US,Burger King,1890,MA
26 E 33rd St,Edmond,US,Taco Bell,73013,OK
1218 First St,Timpson,US,Whataburger,75975,TX
12328 Highway 56 N,Clinton,US,Hardee's,29325,SC
356 Florin Rd,Sacramento,US,Taco Bell,95831,CA
4720 Alabama Rd NE,Roswell,US,KFC/Taco Bell,30075,GA
5350 Highland Rd,Waterford,US,Taco Bell,48327,MI
2198 E Arapaho Rd,Richardson,US,McDonald's,75081,TX
10790 W Colfax Ave,Denver,US,SUBWAY,80215,CO
6101 N Martin Luther King Ave,Oklahoma City,US,SONIC Drive In,73111,OK
508 Munson Ave,Traverse City,US,SUBWAY,49686,MI
1813 N Keyser Ave,Scranton,US,Burger King,18508,PA
450 W Belmont Dr,Calhoun,US,McDonald's,30701,GA
13204 Imperial Hwy,Santa Fe Springs,US,Del Taco,90670,CA
313 Stanley K Tanger Blvd,Locust Grove,US,KFC,30248,GA
Route 60,Smithers,US,Taco Bell,25186,WV
1650 W Broadway St,Missoula,US,Subway,59808,MT
2016 Cornhusker Rd,Bellevue,US,Chick-fil-A,68123,NE
1200 SW Green Oaks Blvd,Arlington,US,Popeyes Chicken & Biscuits,76017,TX
3518 S Timberline Rd,Fort Collins,US,Sonic Drive-In,80525,CO
1017 Dallas Cherryville Hwy,Dallas,US,Bojangles' Famous Chicken 'n Biscuits,28034,NC
12605 SE Division St,Portland,US,Taco Bell,97236,OR
625 W Coshocton St,Johnstown,US,McDonald's,43031,OH
1376 N Hwy 27,Whitley City,US,Arby's,42653,KY
1106 Jefferson St S E,Athens,US,Steak-out,35611,AL
3970 Tampa Rd,Oldsmar,US,Jimmy John's,34677,FL
143 Washington Pointe Dr,Indianapolis,US,Hardee's,46229,IN
3118 Estes Pkwy,Longview,US,McDonald's,75602,TX
4292 Washington Rd,Evans,US,Taco Bell,30809,GA
5821 Saratoga Blvd,Corpus Christi,US,Taco Bell,78414,TX
1839 Benning Rd NE,Washington,US,Wings N' More Wings,20002,DC
3156 S Kingshighway Blvd,Saint Louis,US,SONIC Drive In,63139,MO
800 S Washburn St,Oshkosh,US,Burger King,54904,WI
509 Lincoln Way,Ames,US,KFC,50010,IA
7387 N Liberty Dr,Middletown,US,Burger King,45044,OH
7060 Michigan Ave,Detroit,US,Church's Chicken,48210,MI
2050 Lebanon Church Rd,West Mifflin,US,Taco Bell,15122,PA
990 Playa Ave,Seaside,US,McDonald's,93955,CA
8543 Tara Blvd,Jonesboro,US,Wendy's,30236,GA
333 E Main St,Lexington,US,Jimmy John's,40507,KY
3303 N Lamar Blvd,Austin,US,P. Terry's,78705,TX
913 N Wisner St,Jackson,US,Wendy's,49202,MI
2404 W Court St,Pasco,US,Taco Bell,99301,WA
4301 Natural Bridge Ave,Saint Louis,US,J J Fish and Chicken,63115,MO
1506 W Cedar,Beresford,US,Burger King,57004,SD
4305 W Pipeline Rd,Euless,US,Domino's Pizza,76040,TX
4223 State Route 43,Kent,US,McDonald's,44240,OH
1919 S Orange Ave,Orlando,US,Wendy's,32806,FL
343 Broadway,Imperial,US,Taco John's,69033,NE
1001 E Yelm Ave,Yelm,US,Jack in the Box,98597,WA
3280 Coral Way,Miami,US,McDonald's,33145,FL
901 E Curry Rd,Tempe,US,Jack in the Box,85281,AZ
5550 W Orem Dr,Houston,US,Taco Bell,77085,TX
4343 E Camelback Rd,Phoenix,US,Jack in the Box,85018,AZ
975 Crosstown Dr,Peachtree City,US,Wendy's,30269,GA
1930 E 7th Ave,Corsicana,US,Dairy Queen,75109,TX
9900 Airport Blvd,Mobile,US,McDonald's,36608,AL
758 S Boulder Hwy,Henderson,US,Carl's Jr.,89015,NV
201 Pittman Rd,Fairfield,US,Del Taco,94534,CA
44805 Schoenherr,Sterling Heights,US,Burger King,48313,MI
4375 4379 White Plains Rd,Bronx,US,Subway,10466,NY
428 N Main St,Niles,US,McDonald's,44446,OH
217 Upper River Rd,Gallipolis,US,Captain D's,45631,OH
3995 Rochester Rd,Troy,US,Wendy's,48083,MI
400 S Lyons Ave,Sioux Falls,US,Wendy's,57106,SD
14985 Airline Hwy,Baton Rouge,US,McDonald's,70817,LA
3036 S Garnett Rd,Tulsa,US,Church's Chicken,74129,OK
101 S Timberland Dr,Lufkin,US,Church's Chicken,75901,TX
4011 196th St SW,Lynnwood,US,KFC,98036,WA
6360 W Charleston Blvd,Las Vegas,US,McDonald's,89146,NV
13980 Nacogdoches Rd,San Antonio,US,Carl's Jr.,78217,TX
2806 N Broadway,Knoxville,US,Burger King,37917,TN
5008 S Amherst Hwy,Madison Heights,US,Wendy's,24572,VA
15697 N Reems Rd,Surprise,US,Church's Chicken,85374,AZ
105 N Goose Creek Blvd,Goose Creek,US,Burger King,29445,SC
1700 Tiffin Ave,Findlay,US,Burger King,45840,OH
727 W San Marcos Blvd,San Marcos,US,Subway,92078,CA
1036 Edgefield Rd,North Augusta,US,SONIC Drive In,29860,SC
3085 Ronald Reagan Blvd,Cumming,US,Burger King,30041,GA
1730 NE Highway 99w,Mcminnville,US,Wendy's,97128,OR
195 E Central Dr,Meridian,US,McDonald's,83642,ID
10710 Page Ave,Saint Louis,US,Wendy's,63132,MO
220 S Ford Rd,Zionsville,US,Burger King,46077,IN
1039 W Main St,Lebanon,US,Hardee's,37087-3301,TN
1397 Progressive Dr,Seward,US,McDonald's,68434,NE
1 Borgata Way,Atlantic City,US,Panda Express,8401,NJ
18241 N Pima Rd,Scottsdale,US,McDonald's,85255,AZ
920 Charlevoix Ave,Petoskey,US,Burger King,49770,MI
Clovis & Ashland,Clovis,US,Mcdonald's,93612,CA
1595 S Hanley Rd,Saint Louis,US,McDonalds,63144,MO
600 Saint Andrews Rd,Columbia,US,McDonald's,29210,SC
5321 Blue Mound Rd,Fort Worth,US,McDonald's,76106,TX
710 Andrews Hwy,Midland,US,Burger King,79701,TX
4810 NE 4th St,Renton,US,Jack in the Box,98059,WA
1155 E Twain Ave,Las Vegas,US,Little Caesars Pizza,89169,NV
2000 N Main St,Longmont,US,Burger King,80501,CO
1300 S Lamb Blvd,Las Vegas,US,Panda Express,89104,NV
2717 Florence Blvd,Florence,US,Taco Bell,35630,AL
2980 Fort Worth Hwy,Weatherford,US,McDonald's,76087,TX
1200 N Monroe St,Monroe,US,A&W,48162,MI
1331 S John B Dennis Hwy,Kingsport,US,McDonald's,37660,TN
2511 N 2nd St,Rogers,US,Subway,72756,AR
6622 W Fullerton Ave,Chicago,US,Taco Bell,60639,IL
11201 Kingston Pike,Knoxville,US,Kentucky Fried Chicken,37934,TN
37 Ofallon Sq,O Fallon,US,Subway,63366,MO
1160 Homestead Rd N,Lehigh Acres,US,Burger King,33936,FL
1621 Pacheco St,Santa Fe,US,McDonalds,87505,NM
2363 White Hall Blvd,Fairmont,US,Burger King,26554,WV
2000 2098 E State Highway 31,Corsicana,US,Mcdonald's,75109,TX
2055 5th Ave,Huntington,US,SUBWAY,25703,WV
2021 E Market St,Akron,US,McDonalds,44312,OH
11 Benefit St,Pawtucket,US,Greek Oven Pizza and Wings,2861,RI
1325 Denver Ave,Loveland,US,Mc Donald's,80537,CO
3451 Colorado Ave,Lorain,US,Burger King,44052,OH
2618 State Rd,Cuyahoga Falls,US,Taco Bell,44223,OH
7100 S May Ave,Oklahoma City,US,Jack in the Box,73159,OK
314 Barnstable Rd,Hyannis,US,KFC,2601,MA
7515 W Bell Rd,Peoria,US,McDonald's,85382,AZ
2333 Bob Bullock Loop,Laredo,US,Church's Chicken,78043,TX
150 Cranbrook Rd,Cockeysville,US,Burger King,21030,MD
656 Hwy 31 E,Chandler,US,Taco Bell,75758,TX
47 E Main St,North Vernon,US,Burger King,47265,IN
1942 N US Highway 31 N,Traverse City,US,Wendy's,49686-3748,MI
1352 W 190th St,Torrance,US,Wienerschnitzel,90501,CA
453 Sw 8th St,Miami,US,Domino's Pizza,33130,FL
3770 W Robinson St,Norman,US,City Bites,73072,OK
11702 Sudley Manor Dr,Manassas,US,Dairy Queen,20109,VA
70 Homer M Adams Pkwy,Alton,US,Taco Bell,62002,IL
300 Hanover St,Martins Ferry,US,McDonald's,43935,OH
500 S 16th St,Payette,US,Arctic Circle,83661,ID
115 N Dixon Rd,Kokomo,US,Subway,46901,IN
4620 1st Ave NE,Cedar Rapids,US,Subway,52402,IA
1147 N Eola Rd,Aurora,US,Jersey Mike's Subs,60502-7003,IL
27 S Pleasantburg Dr,Greenville,US,Smoothie King,29607,SC
903 Apollo Dr,Wapakoneta,US,Taco Bell,45895,OH
2555 SW Cherry Park Rd,Troutdale,US,McDonald's,97060,OR
13725 W Bell Rd,Surprise,US,Chick-fil-A,85374,AZ
1144 Airport Blvd,Austin,US,Golden Chick,78702,TX
357 S Charles G Seivers Blvd,Clinton,US,McDonald's,37716,TN
1413 Ringold,Coushatta,US,Burger King,71019,LA
75 Middlesex Tpke,Burlington,US,Bobby's Burger Palace,1803,MA
5950 N Highway 99,Stockton,US,Wienerschnitzel,95212,CA
12112 Brittingham Ln,Princess Anne,US,McDonald's,21853,MD
544 Fieldstown Rd,Gardendale,US,Arby's,35071,AL
1112 N First Avenues E,Little Falls,US,Burger King,56345,MN
2921 S Figueroa St,Los Angeles,US,Jack in the Box,90007,CA
80 Dekalb Ave,Brooklyn,US,Smashburger,11201,NY
40980 California Oaks Rd,Murrieta,US,Carl's Jr.,92562,CA
5625 Lawrenceville Hwy,Lilburn,US,Bojangles' Famous Chicken 'n Biscuits,30047,GA
660 Mountain Parkway Spur,Campton,US,Arby's,41301,KY
1102 N Chucky Pike,Jefferson City,US,Wendy's,37760,TN
19025 State Route 2,Monroe,US,Taco Bell,98272,WA
3800 N 1st Ave,Tucson,US,SONIC Drive In,85719,AZ
6705 Pines Rd,Shreveport,US,McDonald's,71129,LA
3223 Washington Blvd,Baltimore,US,McDonald's,21230,MD
8596 Dixie Hwy,Louisville,US,Wendy's,40258,KY
3508 Dayton Blvd,Chattanooga,US,Sonic Drive-In,37415,TN
8801 N Indian Trail Rd,Spokane,US,Taco Del Mar,99208,WA
34835 Plymouth Ave,Livonia,US,Burger King,48150,MI
3031 E Indian School Rd,Phoenix,US,Baskin-Robbins,85016,AZ
1702 S Center St,Marshalltown,US,Jimmy John's,50158,IA
7096 N Durango Dr,Las Vegas,US,El Pollo Loco,89149,NV
1601 S Irby St,Florence,US,KFC,29505,SC
1931 S Yale Ave,Tulsa,US,Jimmy John's,74112,OK
802 S Walnut St,Starke,US,McDonald's,32091,FL
2100 Red Lion Rd,Philadelphia,US,Wendy's,19115,PA
1950 W Baseline Rd,Mesa,US,KFC,85202,AZ
1611 Pennsylvania Ave,Wilmington,US,Boston Market,19806,DE
817 Leisure Town Rd,Vacaville,US,McDonald's,95687,CA
11700 Princeton Pike Inside Tricounty Mall,Cincinnati,US,Burger King,45246,OH
4945 Kipling St,Wheat Ridge,US,Burger King,80033,CO
5270 E Arapahoe Rd,Littleton,US,Subway,80122,CO
4752 S Kirkman Rd,Orlando,US,Chick-fil-A,32811,FL
9299 Thornton Rd,Stockton,US,Dairy Queen,95209,CA
